record_id,entity_name,status,priority,assigned_region,last_updated
TOU-8737,Eve Corp,In Progress,High,London,2025-12-15T03:56:09.859829Z
TOU-3308,Eve Corp,Pending,High,Singapore,2026-03-10T08:56:09.859845Z
TOU-9982,Frank Corp,Pending,Low,Berlin,2025-09-24T20:56:09.859859Z
TOU-1200,Frank Corp,Failed,Low,Tokyo,2026-02-25T21:56:09.859873Z
TOU-2470,Charlie Corp,Closed,Low,Dubai,2025-12-01T16:56:09.859887Z
TOU-4389,Ivy Corp,Requires Action,Critical,London,2025-08-14T05:56:09.859904Z
TOU-9753,Ivy Corp,Resolved,Medium,London,2026-02-17T16:56:09.859920Z
TOU-1886,Leo Corp,Active,Medium,Tokyo,2025-08-22T02:56:09.859933Z
TOU-8451,Alice Corp,Failed,Low,Sydney,2025-08-27T04:56:09.859946Z
TOU-6193,Leo Corp,Failed,Medium,Sydney,2025-05-20T21:56:09.859960Z
TOU-2220,Hank Corp,Closed,Medium,Sydney,2025-10-12T04:56:09.859973Z
TOU-3652,Eve Corp,Failed,Low,Toronto,2025-10-21T09:56:09.859986Z
TOU-9225,Frank Corp,Active,Medium,London,2026-01-19T08:56:09.860001Z
TOU-3358,Eve Corp,Active,Medium,Berlin,2025-10-08T00:56:09.860014Z
TOU-7304,Alice Corp,Resolved,Medium,Dubai,2025-12-30T09:56:09.860028Z
TOU-9953,Charlie Corp,Pending,Critical,Tokyo,2026-02-13T04:56:09.860042Z
TOU-9564,Diana Corp,Resolved,Critical,Singapore,2025-03-23T16:56:09.860055Z
TOU-6029,Bob Corp,Closed,Critical,Singapore,2025-09-18T06:56:09.860068Z
TOU-4806,Alice Corp,Resolved,Low,Tokyo,2025-12-08T15:56:09.860081Z
TOU-1933,Alice Corp,Active,Low,Berlin,2025-12-16T13:56:09.860093Z
TOU-3892,Hank Corp,Pending,Critical,London,2025-09-17T13:56:09.860106Z
TOU-6034,Leo Corp,Pending,Critical,Dubai,2025-12-22T21:56:09.860120Z
TOU-8917,Frank Corp,Requires Action,Critical,Berlin,2025-09-01T04:56:09.860134Z
TOU-6661,Leo Corp,Resolved,Critical,London,2026-03-05T05:56:09.860147Z
TOU-4467,Frank Corp,Closed,Critical,Berlin,2025-07-04T17:56:09.860161Z
TOU-9505,Karen Corp,Closed,High,Berlin,2026-01-31T00:56:09.860174Z
TOU-2009,Alice Corp,Active,Low,Dubai,2025-06-04T11:56:09.860188Z
TOU-5056,Frank Corp,In Progress,Medium,London,2025-04-04T23:56:09.860202Z
