record_id,entity_name,status,priority,assigned_region,last_updated
TRA-7021,Charlie Corp,Resolved,Critical,Dubai,2025-10-05T05:56:09.864097Z
TRA-2841,Grace Corp,Pending,Medium,Dubai,2025-11-24T19:56:09.864110Z
TRA-3840,Frank Corp,In Progress,High,Singapore,2025-05-02T04:56:09.864123Z
TRA-4609,Eve Corp,Requires Action,Medium,Toronto,2025-03-27T13:56:09.864136Z
TRA-9543,Alice Corp,Resolved,Medium,New York,2025-06-09T14:56:09.864150Z
TRA-2720,Karen Corp,Pending,Medium,Toronto,2025-04-07T06:56:09.864163Z
TRA-5155,Bob Corp,Active,Medium,Singapore,2025-10-08T13:56:09.864176Z
TRA-9508,Diana Corp,Resolved,Critical,Dubai,2025-12-23T18:56:09.864190Z
TRA-6579,Jack Corp,In Progress,High,New York,2026-01-23T22:56:09.864202Z
TRA-8038,Frank Corp,Closed,Critical,Tokyo,2026-01-08T17:56:09.864216Z
TRA-1898,Grace Corp,In Progress,Medium,Toronto,2025-08-23T22:56:09.864234Z
TRA-3240,Ivy Corp,Requires Action,Medium,Dubai,2026-03-07T15:56:09.864249Z
TRA-1693,Charlie Corp,Resolved,High,Toronto,2025-05-18T10:56:09.864263Z
TRA-1137,Jack Corp,In Progress,Medium,Singapore,2025-08-27T09:56:09.864275Z
TRA-4059,Frank Corp,Requires Action,Medium,Dubai,2025-06-28T17:56:09.864290Z
TRA-6871,Diana Corp,Closed,Medium,Toronto,2025-03-28T20:56:09.864304Z
TRA-9056,Jack Corp,Closed,Critical,Sydney,2025-11-09T14:56:09.864317Z
TRA-1957,Leo Corp,In Progress,Critical,Dubai,2025-04-19T20:56:09.864329Z
TRA-2257,Ivy Corp,Closed,Low,Berlin,2025-04-02T04:56:09.864342Z
TRA-7697,Frank Corp,In Progress,High,Tokyo,2025-05-23T11:56:09.864354Z
TRA-9051,Leo Corp,Active,High,Berlin,2025-09-18T07:56:09.864367Z
TRA-6283,Charlie Corp,In Progress,High,Tokyo,2025-05-08T20:56:09.864379Z
TRA-5650,Leo Corp,Pending,Low,Tokyo,2025-12-26T19:56:09.864396Z
TRA-2617,Ivy Corp,Closed,Low,London,2025-06-08T00:56:09.864409Z
TRA-3430,Leo Corp,Failed,Critical,Tokyo,2025-07-29T11:56:09.864422Z
TRA-2035,Alice Corp,Requires Action,Critical,Singapore,2025-11-29T15:56:09.864435Z
TRA-3727,Jack Corp,In Progress,Medium,Tokyo,2025-07-29T18:56:09.864448Z
TRA-8299,Charlie Corp,Resolved,Medium,London,2025-09-18T20:56:09.864461Z
TRA-9901,Hank Corp,Active,Critical,New York,2025-06-12T12:56:09.864475Z
TRA-5568,Ivy Corp,Failed,Medium,London,2025-10-13T04:56:09.864490Z
TRA-4655,Frank Corp,In Progress,High,Sydney,2026-02-04T14:56:09.864503Z
TRA-4161,Jack Corp,Pending,High,Sydney,2025-06-11T12:56:09.864515Z
TRA-1376,Frank Corp,In Progress,Medium,Tokyo,2025-12-11T20:56:09.864529Z
TRA-6472,Frank Corp,Active,Low,Singapore,2025-10-04T20:56:09.864542Z
TRA-9693,Frank Corp,Closed,High,Dubai,2026-02-07T01:56:09.864554Z
TRA-2172,Bob Corp,Pending,Low,Tokyo,2025-07-08T04:56:09.864567Z
TRA-6886,Karen Corp,Failed,Medium,Tokyo,2026-01-05T14:56:09.864579Z
TRA-2567,Charlie Corp,Failed,Medium,New York,2026-01-26T03:56:09.864592Z
TRA-1755,Grace Corp,Active,High,London,2026-02-17T00:56:09.864606Z
TRA-7476,Leo Corp,In Progress,Medium,Sydney,2025-10-25T07:56:09.864619Z
TRA-6864,Charlie Corp,Pending,High,Singapore,2025-03-24T22:56:09.864632Z
TRA-4009,Eve Corp,Pending,Critical,Sydney,2025-12-04T18:56:09.864645Z
TRA-8785,Charlie Corp,Failed,Critical,Berlin,2025-09-24T03:56:09.864659Z
TRA-5670,Eve Corp,Requires Action,Low,Dubai,2025-09-05T05:56:09.864672Z
TRA-1103,Karen Corp,Requires Action,Medium,London,2026-01-17T20:56:09.864685Z
