record_id,entity_name,status,priority,assigned_region,last_updated
TAX-6727,Alice Corp,Closed,High,Tokyo,2026-01-12T12:56:09.850920Z
TAX-8529,Alice Corp,Failed,Medium,Berlin,2025-04-18T22:56:09.850932Z
TAX-6713,Grace Corp,Closed,Low,Sydney,2025-07-23T16:56:09.850943Z
TAX-1555,Charlie Corp,Active,High,Berlin,2026-02-18T03:56:09.850953Z
TAX-8785,Diana Corp,Failed,Medium,Tokyo,2025-06-19T15:56:09.850965Z
TAX-4060,Charlie Corp,Requires Action,Critical,Singapore,2025-05-04T05:56:09.850975Z
TAX-3386,Grace Corp,Resolved,Medium,Toronto,2025-04-07T15:56:09.850987Z
TAX-9468,Ivy Corp,Active,Medium,Toronto,2025-06-14T20:56:09.850999Z
TAX-7072,Charlie Corp,Requires Action,Medium,Toronto,2025-06-12T18:56:09.851012Z
TAX-8054,Eve Corp,In Progress,Critical,Berlin,2025-04-16T20:56:09.851131Z
TAX-1597,Alice Corp,Active,Critical,Sydney,2025-08-03T21:56:09.851181Z
TAX-8912,Diana Corp,Active,Medium,Dubai,2025-10-17T19:56:09.851198Z
TAX-1452,Jack Corp,Requires Action,High,London,2025-03-16T06:56:09.851212Z
TAX-4341,Eve Corp,Failed,Medium,Tokyo,2026-01-28T18:56:09.851225Z
TAX-8533,Diana Corp,Resolved,Medium,Sydney,2025-09-22T03:56:09.851241Z
TAX-8438,Eve Corp,Failed,Critical,Toronto,2025-12-12T06:56:09.851255Z
TAX-9026,Alice Corp,In Progress,High,Berlin,2025-05-02T09:56:09.851267Z
TAX-2330,Alice Corp,Pending,Critical,Berlin,2026-03-03T20:56:09.851281Z
TAX-6417,Bob Corp,Pending,Low,Tokyo,2025-03-28T14:56:09.851293Z
TAX-4143,Leo Corp,Pending,High,Tokyo,2026-02-23T10:56:09.851306Z
TAX-8601,Alice Corp,Pending,Medium,Dubai,2026-01-08T00:56:09.851320Z
TAX-6684,Ivy Corp,Active,Critical,Singapore,2025-05-07T08:56:09.851334Z
TAX-8647,Charlie Corp,Requires Action,High,London,2025-04-03T04:56:09.851348Z
TAX-4676,Karen Corp,Resolved,Medium,Singapore,2025-04-27T16:56:09.851360Z
TAX-4006,Ivy Corp,Failed,Low,Tokyo,2025-06-12T00:56:09.851375Z
TAX-4218,Eve Corp,Failed,High,Singapore,2025-06-19T15:56:09.851388Z
TAX-8004,Hank Corp,In Progress,Medium,Berlin,2025-10-02T03:56:09.851401Z
TAX-6320,Jack Corp,Requires Action,Medium,Berlin,2025-12-06T12:56:09.851414Z
TAX-1776,Grace Corp,Resolved,Low,New York,2025-04-20T00:56:09.851429Z
TAX-3194,Alice Corp,Pending,High,London,2025-05-04T20:56:09.851444Z
TAX-8091,Bob Corp,Resolved,High,Sydney,2025-09-18T10:56:09.851459Z
TAX-2454,Diana Corp,Requires Action,Critical,New York,2025-05-05T15:56:09.851471Z
TAX-1959,Jack Corp,Pending,Medium,Sydney,2025-07-26T04:56:09.851488Z
TAX-3462,Eve Corp,Requires Action,Critical,Tokyo,2025-05-29T09:56:09.851501Z
TAX-7897,Frank Corp,In Progress,Low,Singapore,2025-10-12T20:56:09.851517Z
TAX-8574,Karen Corp,In Progress,High,Berlin,2025-05-12T07:56:09.851529Z
TAX-3392,Bob Corp,Active,Medium,Berlin,2026-02-10T11:56:09.851543Z
TAX-5470,Ivy Corp,Requires Action,High,Berlin,2025-07-23T13:56:09.851556Z
TAX-2825,Alice Corp,In Progress,Low,Sydney,2025-04-21T14:56:09.851569Z
TAX-8153,Alice Corp,Resolved,Low,Sydney,2025-04-28T12:56:09.851583Z
TAX-8197,Grace Corp,Pending,Critical,Tokyo,2025-05-10T23:56:09.851596Z
TAX-2480,Charlie Corp,Pending,Low,Berlin,2025-07-15T06:56:09.851609Z
TAX-6506,Bob Corp,Failed,Medium,Sydney,2025-07-29T15:56:09.851621Z
TAX-4743,Karen Corp,In Progress,Low,Sydney,2026-01-29T17:56:09.851635Z
TAX-4948,Leo Corp,Failed,Low,Berlin,2025-06-19T22:56:09.851651Z
TAX-5492,Charlie Corp,Closed,Critical,Dubai,2025-10-15T21:56:09.851664Z
TAX-5380,Karen Corp,Requires Action,Medium,Toronto,2025-06-24T14:56:09.851677Z
TAX-5403,Bob Corp,Active,High,Dubai,2025-11-04T12:56:09.851690Z
TAX-1731,Bob Corp,In Progress,Critical,Tokyo,2025-12-01T08:56:09.851703Z
TAX-7210,Jack Corp,Requires Action,Critical,Tokyo,2025-05-13T21:56:09.851717Z
TAX-4773,Eve Corp,Closed,Critical,New York,2025-07-03T16:56:09.851730Z
TAX-6805,Hank Corp,Requires Action,High,Berlin,2026-02-10T11:56:09.851743Z
TAX-2827,Bob Corp,In Progress,Critical,Dubai,2025-05-21T07:56:09.851757Z
TAX-1512,Diana Corp,In Progress,Medium,Dubai,2025-05-28T21:56:09.851771Z
TAX-9096,Bob Corp,Active,Low,Berlin,2025-04-09T03:56:09.851784Z
TAX-2102,Eve Corp,Pending,High,Sydney,2025-11-30T19:56:09.851798Z
TAX-5625,Diana Corp,Pending,Critical,Toronto,2025-11-11T03:56:09.851810Z
TAX-1096,Charlie Corp,Closed,High,Tokyo,2025-12-21T12:56:09.851824Z
TAX-1793,Grace Corp,Active,Low,Toronto,2026-03-06T14:56:09.851837Z
TAX-8307,Grace Corp,Requires Action,Low,New York,2026-02-19T06:56:09.851850Z
TAX-4460,Hank Corp,Closed,High,Toronto,2025-08-12T17:56:09.851866Z
TAX-6490,Alice Corp,Requires Action,High,Berlin,2025-12-16T16:56:09.851880Z
TAX-9614,Charlie Corp,Requires Action,Low,Sydney,2025-11-13T08:56:09.851894Z
TAX-4535,Grace Corp,Pending,Medium,Dubai,2025-08-11T06:56:09.851910Z
TAX-3706,Bob Corp,Requires Action,Low,Berlin,2026-02-05T10:56:09.851926Z
TAX-9592,Bob Corp,Active,High,Sydney,2025-10-24T05:56:09.851940Z
TAX-6076,Hank Corp,In Progress,Low,Dubai,2025-12-20T20:56:09.851954Z
